file_index,file_type,source_language,destination_language
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Save your progress?,Сохранить прогресс?
0,MSGDATA,"Save your progress and suspend the game? (Resuming later will
erase this bookmark.)","Сохранить прогресс и выйти в меню? (Временное сохранение
будет удалено после возобновления игры.)"
0,MSGDATA,Delete this save file?,Удалить это сохранение?
0,MSGDATA,Copy save file to this slot?,Копировать сохранение в выбранный слот?
0,MSGDATA,"This will permanently delete your bookmark data. 
Proceed?","Удаленные данные будет невозможно восстановить.
Продолжить?"
0,MSGDATA,Continue without saving?,Продолжить без сохранения?
0,MSGDATA,This file is empty and cannot be loaded.,Выбранный файл пуст и не может быть загружен.
0,MSGDATA,This file is empty and cannot be deleted.,Выбранный файл пуст и не может быть удален.
0,MSGDATA,This file is empty and cannot be copied.,Выбранный файл пуст и не может быть скопирован.
0,MSGDATA,Select where to copy the file.,"Выберите, куда скопировать файл."
0,MSGDATA,You cannot select the autosave file.,Невозможно выбрать файл автосохранения.
0,MSGDATA,You cannot copy to the autosave file.,Невозможно скопировать файл автосохранения.
0,MSGDATA,"This will permanently delete your bookmark.
Proceed?","Удаленные данные будет невозможно восстановить.
Продолжить?"
0,MSGDATA,This save file has been corrupted. Delete the file?,Выбранное сохранение повреждено. Удалить его?
0,MSGDATA,This save file has been corrupted.,Выбранное сохранение повреждено.
0,MSGDATA,Could not find the data.,Данные не найдены.
0,MSGDATA,Attempting to operate without a password.,Попытка работать без пароля.
0,MSGDATA,Currently examining save data. Please wait...,"Проверка файлов сохранения. Пожалуйста, подождите..."
0,MSGDATA,The password is incorrect.,Неверный пароль.
0,MSGDATA,"The price does not match, so it couldn't be updated.","Цена не совпадает, ошибка обновления."
0,MSGDATA,The network connection was interrupted.,Ошибка соединения.
0,MSGDATA,A system error has occurred. Please try again later.,"Произошла ошибка. Пожалуйста, повторите позже."
0,MSGDATA,A system error has occurred. Please try again later.,"Произошла ошибка. Пожалуйста, повторите позже."
0,MSGDATA,Saving...,Сохранение...
0,MSGDATA,Saved,Сохранено
0,MSGDATA,Autosaving...,Автосохранение...
0,MSGDATA,Autosaved,Сохранено
0,MSGDATA,Copying...,Копирование...
0,MSGDATA,Copied,Скопировано
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Dummy,Dummy
0,MSGDATA,Unit Info,Данные юнита
0,MSGDATA,Stats,Характеристики
0,MSGDATA,Forces,Силы
0,MSGDATA,Skill Level,Навыки
0,MSGDATA,Abilities,Умения
0,MSGDATA,Battle Data,Боевые данные
0,MSGDATA,Weapon,Оружие
0,MSGDATA,Magic,Магия
0,MSGDATA,Combat Arts,Боевые навыки
0,MSGDATA,Inventory,Инвентарь
0,MSGDATA,Str,Сил
0,MSGDATA,Mag,Маг
0,MSGDATA,Dex,Ловк
0,MSGDATA,Spd,Скор
0,MSGDATA,Lck,Удч
0,MSGDATA,Def,Защ
0,MSGDATA,Res,Сопр
0,MSGDATA,Mv,Движ
0,MSGDATA,Cha,Шарм
0,MSGDATA,Atk,Атк
0,MSGDATA,Prt,УКА
0,MSGDATA,AS,СА
0,MSGDATA,Rsl,УКМ
0,MSGDATA,Wt,Вес
0,MSGDATA,Heal,Леч
0,MSGDATA,Rng,Рдс
0,MSGDATA,Mt,Мощь
0,MSGDATA,Hit,Точн
0,MSGDATA,Crit,Крит
0,MSGDATA,Eff,Эфф
0,MSGDATA,Avo,Укл
0,MSGDATA,Exp,Опыт
0,MSGDATA,/,/
0,MSGDATA,0,0
0,MSGDATA,1,1
0,MSGDATA,2,2
0,MSGDATA,3,3
0,MSGDATA,4,4
0,MSGDATA,5,5
0,MSGDATA,6,6
0,MSGDATA,7,7
0,MSGDATA,8,8
0,MSGDATA,9,9
0,MSGDATA,HP,ОЗ
0,MSGDATA,Lv,Ур
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,iron_untranslated,iron_untranslated
0,MSGDATA,Gambit,Манёвр
0,MSGDATA,Skipping...,Пропуск...
0,MSGDATA,To next:,Опыт:
0,MSGDATA,Convoy,Склад
0,MSGDATA,Stock,Склад
0,MSGDATA,(No items),(Нет предметов)
0,MSGDATA,Select an item to send to convoy.,Выберите предмет для передачи на склад.
0,MSGDATA,Select an item to drop.,"Выберите предмет, который хотите выбросить."
0,MSGDATA,None,Ничего
0,MSGDATA,No Combat Arts,Нет боевых навыков
0,MSGDATA,None Equipped,Ничего не экипировано
0,MSGDATA,Chapter $%d1,Глава $%d1
0,MSGDATA,Items,Предметы
0,MSGDATA,Magic,Магия
0,MSGDATA,Units,Юниты
0,MSGDATA,Map,Карта
0,MSGDATA,Inventory,Инвентарь
0,MSGDATA,Support,Поддержка
0,MSGDATA,Save,Сохранение
0,MSGDATA,Guide,Обучение
0,MSGDATA,Options,Опции
0,MSGDATA,Quit,Выход
0,MSGDATA,Fight!,В бой!
0,MSGDATA,Items,Предметы
0,MSGDATA,Trade,Обмен
0,MSGDATA,Auto,Авто
0,MSGDATA,Store All,Сдать всё
0,MSGDATA,Abilities,Умения
0,MSGDATA,Combat Arts,Боевые навыки
0,MSGDATA,Battalions,Отряды
0,MSGDATA,Reclass,Смена класса
0,MSGDATA,Items,Предметы
0,MSGDATA,Replenish,Восполнить
0,MSGDATA,Use,Использовать
0,MSGDATA,Discard,Выбросить
0,MSGDATA,Equip,Взять
0,MSGDATA,Unequip,Убрать
0,MSGDATA,Trade,Обмен
0,MSGDATA,Charge,Напасть
0,MSGDATA,Focus,Сконцентрироваться
0,MSGDATA,Fall Back,Отступить
0,MSGDATA,Unite,Сгруппироваться
0,MSGDATA,$Q$%s1 broke.,Испорчено: $Q$%s1.
0,MSGDATA,Quit battle?,Покинуть битву?
0,MSGDATA,Begin the battle?,Начать битву?
0,MSGDATA,Use $Q$%s1?,Использовать $Q$%s1?
0,MSGDATA,Auto-battle for one turn? (Strategy: $%s1),Применить автобитву? (Тактика: $%s1)
0,MSGDATA,Use Divine Pulse to turn back time.,Оберните время вспять Небесным Пульсом.
0,MSGDATA,The game will end if you leave. Accept defeat?,При выходе игра окончится. Принять поражение?
0,MSGDATA,Back,Назад
0,MSGDATA,Show Explanation,Показать объяснение
0,MSGDATA,Unit Viewer,Галерея юнитов
0,MSGDATA,Details,Подробности
0,MSGDATA,Untapped Units:,Свободные:
0,MSGDATA,Out of Sight,Вне видимости
0,MSGDATA,Disperse,Рассредоточить
0,MSGDATA,The enemy swiped $Q$%s1.,Враг украл: $Q$%s1.
0,MSGDATA,Bookmark,Продолжить
0,MSGDATA,Continue,Загрузить
0,MSGDATA,New Game,Новая игра
0,MSGDATA,Copy,Копировать
0,MSGDATA,Delete,Удалить
0,MSGDATA,Extras,Дополнительно
0,MSGDATA,Normal,Нормальный
0,MSGDATA,Hard,Сложный
0,MSGDATA,Maddening,Безумный
0,MSGDATA,$NONE,$NONE
0,MSGDATA,For beginning and intermediate players.,Для начинающих игроков.
0,MSGDATA,For experienced players.,Для опытных игроков.
0,MSGDATA,For those who crave a challenge.,"Для тех, кто жаждет испытаний."
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Casual,Упрощённый
0,MSGDATA,Classic,Классический
0,MSGDATA,Fallen units rise again after the battle ends.,Павшие юниты оживают после битвы.
0,MSGDATA,"Fallen units are lost forever.
Every decision counts!","Павшие юниты погибают навсегда.
Продумывайте каждое действие!"
0,MSGDATA,Barracks,Бараки
0,MSGDATA,Yes,Да
0,MSGDATA,No,Нет
0,MSGDATA,Shop Inventory,Ассортимент
0,MSGDATA,Item,Предмет
0,MSGDATA,Cost,Цена
0,MSGDATA,Buy,Купить
0,MSGDATA,Sell,Продать
0,MSGDATA,Cancel,Отмена
0,MSGDATA,Out of stock,Распродано
0,MSGDATA,Limited: ,В запасе: 
0,MSGDATA,G,З
0,MSGDATA,Base Value,Изначально
0,MSGDATA,Total,Всего
0,MSGDATA,Gained $Q$%s1 x $%d1,Получено: $Q$%s1 x $%d1
0,MSGDATA,Gave $Q$%s1 x $%d1,Отдано: $Q$%s1 x $%d1
0,MSGDATA,Share a Meal,Пообедать
0,MSGDATA,Choir Practice,Хоровая практика
0,MSGDATA,Menu,Меню
0,MSGDATA,Horse Raising,Верховая езда
0,MSGDATA,Tournament,Турнир
0,MSGDATA,Training focus,Область обучения
0,MSGDATA,Materials,Материалы
0,MSGDATA,Required,Необходимо
0,MSGDATA,Total,Всего
0,MSGDATA,Battalion,Отряд
0,MSGDATA,Gambit,Манёвр
0,MSGDATA,Strength,Достоинства
0,MSGDATA,Weakness,Недостатки
0,MSGDATA,Professor Expertise,Опыт профессора
0,MSGDATA,Successive Instruction,Ряд инструкций
0,MSGDATA,Skill Details,Описание способности
0,MSGDATA,Armory,Оружейная
0,MSGDATA,Available for Purchase,Доступно для покупки
0,MSGDATA,Sell,Продать
0,MSGDATA,Battalion Guild,Гильдия отрядов
0,MSGDATA,Available for Hire,Доступно для найма
0,MSGDATA,Dismiss,Распустить
0,MSGDATA,Staggering Blow,Ошеломляющий удар
0,MSGDATA,Armor,Броня
0,MSGDATA,Staggering Blow Area of Effect,Зона действия ошеломляющего удара
0,MSGDATA,Exp Gained,Получено опыта
0,MSGDATA,+,+
0,MSGDATA,∞,∞
0,MSGDATA,Barrier,Барьер
0,MSGDATA,Barrier Ability,Эффект барьера
0,MSGDATA,Only,Лишь
0,MSGDATA,Cook with Partner,Готовить в компании
0,MSGDATA,Cook Alone,Готовить в одиночку
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Dishes,Блюда
0,MSGDATA,Number Created,Приготовлено:
0,MSGDATA,Recipe,Рецепт
0,MSGDATA,Confirm,Подтвердить
0,MSGDATA,Back,Назад
0,MSGDATA,Today's Special,Блюдо дня
0,MSGDATA,"Retreat to the battle-selection screen?
(Experience will not be retained.)","Вернуться в меню выбора битвы?
(Полученный опыт будет утерян)."
0,MSGDATA,Bait Details,Описание приманки
0,MSGDATA,Bait,Приманка
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Fish details,Описание рыбы
0,MSGDATA,Seed details,Описание семян
0,MSGDATA,Seeds,Семена
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Crop details,Описание урожая
0,MSGDATA,Ddg,Ddg
0,MSGDATA,No battalion to dismiss,Нет отрядов для роспуска
0,MSGDATA,Purchase how many?,Сколько купить?
0,MSGDATA,Sell how many?,Сколько продать?
0,MSGDATA,You don't have enough gold.,У Вас недостаточно золота.
0,MSGDATA,This item is out of stock. It will be restocked next month.,Запасы распроданы. Пополнение в следующем месяце.
0,MSGDATA,There is no room for any additional items.,Нет места для новых предметов.
0,MSGDATA,You can't sell that.,Вы не можете это продать.
0,MSGDATA,Saint Statues,Статуи Святых
0,MSGDATA,Needed,Нужно
0,MSGDATA,pts,очк
0,MSGDATA,Renown Spent,Потрачено славы
0,MSGDATA,Which statue do you want to strengthen?,Какую статую желаете усилить?
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Received $Q$%s1!,Получено: $Q$%s1!
0,MSGDATA,"Your inventory is full.
Select an item to discard.","Ваш инвентарь заполнен.
Выберите, какой предмет хотите выбросить."
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,MAX,МАКС
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Effective,Преимущ.
0,MSGDATA,Nothing to sell,Нечего продать
0,MSGDATA,Battalions,Отряды
0,MSGDATA,Contract Price,Цена контракта
0,MSGDATA,Reimburse,Возместить
0,MSGDATA,Hire,Нанять
0,MSGDATA,Dismiss,Распустить
0,MSGDATA,"You can persuade $%s1 to become
your ally. What will you do?","Вы можете склонить $%s1 на
свою сторону. Как поступите?"
0,MSGDATA,Persuade,Склонить
0,MSGDATA,Kill,Убить
0,MSGDATA,Will you spare $%s1?,Пощадить $%s1?
0,MSGDATA,Spare,Пощадить
0,MSGDATA,Kill,Убить
0,MSGDATA,Gained $Q$%s1 x $%d1,Получено: $Q$%s1 x $%d1
0,MSGDATA,"Discarded $Q$%s1 x $%d1
because the storehouse is full.","Склад заполнен.
Выброшено: $Q$%s1 x $%d1."
0,MSGDATA,New items added to the armory!,В оружейной появились новые предметы!
0,MSGDATA,New items added to the item shop!,В магазине появились новые предметы!
0,MSGDATA,New Battalions added to the Battalion Guild!,В гильдии появились новые отряды!
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Tournament Info,Информация о турнире
0,MSGDATA,Entry fee,Взнос
0,MSGDATA,Recommended Level,Рекомендуемый ур.
0,MSGDATA,Beginner,Новичок
0,MSGDATA,Intermediate,Умелец
0,MSGDATA,Advanced,Опытный
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Hire how many?,Сколько нанять?
0,MSGDATA,Dismiss how many?,Сколько распустить?
0,MSGDATA,Certifications,Сертификации
0,MSGDATA,Beginner,Новичок
0,MSGDATA,Intermediate,Умелец
0,MSGDATA,Advanced,Опытный
0,MSGDATA,Master,Мастер
0,MSGDATA,Composite Job,Составная работа
0,MSGDATA,Unique,Особый
0,MSGDATA,Basic Info,Основная информация
0,MSGDATA,Unit Exp,Очки опыта
0,MSGDATA,Skill Experience Bonus,Бонус очков опыта к умениям
0,MSGDATA,Class Description,Описание класса
0,MSGDATA,Exam Tests :,Экзамены:
0,MSGDATA,Required :,Необходимо:
0,MSGDATA,Odds of Passing,Проходной балл
0,MSGDATA,Stat Changes,Характеристики
0,MSGDATA,Max HP,Макс. ОЗ
0,MSGDATA,E,E
0,MSGDATA,D,D
0,MSGDATA,C,C
0,MSGDATA,B,B
0,MSGDATA,A,A
0,MSGDATA,+,+
0,MSGDATA,or higher,или выше
0,MSGDATA,On,Включено
0,MSGDATA,Off,Выключено
0,MSGDATA,Your Units,Ваши юниты
0,MSGDATA,Your Turn,Ваш ход
0,MSGDATA,Slow,Медленная
0,MSGDATA,Normal,Нормальная
0,MSGDATA,Fast,Быстрая
0,MSGDATA,Normal,Нормальная
0,MSGDATA,Reverse,Инверсия
0,MSGDATA,Smooth,Плавно
0,MSGDATA,Grid,Сетка
0,MSGDATA,$NONE,$NONE
0,MSGDATA,$NONE,$NONE
0,MSGDATA,Class,Класс
0,MSGDATA,Max HP,Макс. ОЗ
0,MSGDATA,Weapon,Оружие
0,MSGDATA,Accessory,Аксессуары
0,MSGDATA,Gambit Counter,Счетчик маневров
0,MSGDATA,Name,Имя
0,MSGDATA,Battalion $Q$%s1 was added to your barracks.,Отряд $Q$%s1 добавлен в ваши бараки.
0,MSGDATA,Support Level,Уровень поддержки
0,MSGDATA,Total,Всего
0,MSGDATA,Times,Ходов
0,MSGDATA,Execute,Исполнить
0,MSGDATA,Cancel,Отмена
0,MSGDATA,Support points between the two increased.,Поддержка между этими двумя возросла.
0,MSGDATA,Received $%d1 G,Получено $%d1 З
